0,,,ALNS++,WFI,LOG-UFPB,Vavavuma!,HustSmart,Alkaid-X,WouterCo
247,C1_4_7,PI,0.216684605,0.010596903,0.001360001,0.001183131,0.000492729,0.00151679,0.006423561
248,7136.2,Best sol.,7136.2,7136.2,7136.2,7136.2,7136.2,7136.2,7136.2
249,C1_4_8,PI,0.301129658,0.008380331,0.341093678,0.340609602,0.006526349,0.002384232,0.004892994
250,7083,Best sol.,7083,7083,7107,7107,7083,7083,7083
251,C1_4_9,PI,0.775767741,0.504684451,0.503977306,1.196543001,0.449181073,0.391614591,0.036379937
252,6927.8,Best sol.,6952,6961.4,6961.3,6961.9,6952,6952,6927.8
253,C2_4_10,PI,0.275242567,0.253819613,0.680259544,0.332995265,0.10569128,0.028655856,0.011753345
254,3665.1,Best sol.,3669.8,3669.6,3669.6,3669.6,3665.1,3665.1,3665.1
255,C2_4_1,PI,0.071256927,0.039250753,0.020072859,0.007042443,0.012539076,0.001713765,0.007659306
256,4100.3,Best sol.,4100.3,4100.3,4100.3,4100.3,4100.3,4100.3,4100.3
257,C2_4_2,PI,0.145100282,0.022485023,0.330021805,0.113467628,0.007812292,0.003477579,0.008454368
258,3914.1,Best sol.,3914.1,3914.1,3914.1,3914.1,3914.1,3914.1,3914.1
259,C2_4_3,PI,1.288528022,0.05882452,0.622948931,0.563954361,0.05668737,0.028543799,0.01196778
260,3755.2,Best sol.,3792.4,3755.6,3766.4,3770.7,3755.9,3755.9,3755.2
261,C2_4_4,PI,2.80028229,0.411807907,1.890235964,1.48441543,0.13377288,0.075235239,0.024377934
262,3523.7,Best sol.,3619.5,3526.3,3573.3,3573.3,3525,3524.3,3523.7
263,C2_4_5,PI,0.188638871,0.08506274,0.077148678,0.021010846,0.009708835,0.005293212,0.011385916
264,3923.2,Best sol.,3927.5,3923.2,3923.2,3923.2,3923.2,3923.2,3923.2
265,C2_4_6,PI,0.084357613,0.010473549,0.019191994,0.024814375,0.002589627,0.005469032,0.005982325
266,3860.1,Best sol.,3860.2,3860.1,3860.1,3860.1,3860.1,3860.1,3860.1
267,C2_4_7,PI,0.161671079,0.017974551,0.058027907,0.365942668,0.016771028,0.012633555,0.010141869
268,3870.9,Best sol.,3870.9,3870.9,3870.9,3870.9,3870.9,3870.9,3870.9
269,C2_4_8,PI,0.314812267,0.226186083,0.355342648,0.559074289,0.221287954,0.12410363,0.024075444
270,3773.7,Best sol.,3780.5,3780.5,3782.9,3780.5,3780.5,3773.7,3773.8
271,C2_4_9,PI,0.701966334,0.046351998,0.600267102,0.299741725,0.012410442,0.219766718,0.019536384
272,3842.1,Best sol.,3863.7,3842.1,3843.2,3844,3842.1,3849.8,3842.1
273,R1_4_10,PI,0.955087327,1.788724673,1.420357539,0.794218507,0.573981959,0.326798037,0.029600739
274,8086.4,Best sol.,8154.5,8198,8189,8138.8,8098.9,8103,8081.9
275,R1_4_1,PI,0.187789475,0.403359977,0.201036417,0.282805184,0.095122472,0.099025527,0.032491252
276,10305.8,Best sol.,10313.8,10335,10315.6,10313.8,10313.9,10314,10305.8
277,R1_4_2,PI,0.3611303,1.107971917,0.60914547,1.240898474,0.17202325,0.069838769,0.05445744
278,8876.4,Best sol.,8893.5,8949.5,8904.5,8967.2,8881.4,8875.7,8876
279,R1_4_3,PI,0.842051374,1.240122381,0.824779842,1.117315241,0.319935041,0.508404008,-0.080577039
280,7802.8,Best sol.,7859.9,7888.1,7845.3,7879,7809.8,7832.6,7790.2
281,R1_4_4,PI,1.236480564,1.969822524,0.872676409,1.218433164,0.56075618,0.967224579,0.02651474
282,7269,Best sol.,7348.9,7360.9,7313.9,7342.8,7278.9,7312,7266.2
283,R1_4_5,PI,0.528586466,0.820969639,0.246752631,0.214034489,0.266110745,0.107784053,0.044030752
284,9188.6,Best sol.,9229.6,9255.6,9197.2,9203.3,9208.3,9197.2,9190.3
285,R1_4_6,PI,0.895714676,0.917647923,0.956648487,1.631888895,0.536049937,0.636083481,0.319398109
286,8340.4,Best sol.,8407.4,8398.2,8392.8,8458.2,8378.2,8384.8,8362.1
287,R1_4_7,PI,0.607292508,1.453250798,1.448780421,0.787303148,0.68216958,1.223705869,0.038767124
288,7602.8,Best sol.,7638.1,7693.7,7689.1,7654.2,7631.8,7652,7603.4
289,R1_4_8,PI,0.949495363,1.314671211,0.99589756,0.46622066,0.640914136,0.947514122,-0.036351591
290,7255.8,Best sol.,7317.2,7348.5,7291.1,7278,7276.6,7293.1,7247.6
291,R1_4_9,PI,0.46465472,1.118615637,0.995410948,0.735617759,0.491871603,0.681818464,0.08191483
292,8680.6,Best sol.,8707.4,8765.2,8746.6,8728.1,8716.2,8710.9,8680.7
293,R2_4_10,PI,1.348597424,1.825004359,0.774967095,0.324649824,0.663452538,0.408816675,0.256342035
294,5645.9,Best sol.,5715.6,5726.2,5678.4,5662.5,5668.8,5662.5,5657.7
295,R2_4_1,PI,1.172749,0.974189793,0.240746187,0.172859594,0.343636128,0.210080891,0.025958287
296,7520.7,Best sol.,7596.1,7562.5,7529.6,7529.7,7534,7532.5,7520.7
297,R2_4_2,PI,0.59031158,0.562990601,0.662757677,0.081998254,0.451032771,0.115565469,0.022696814
298,6482.8,Best sol.,6501.9,6502.1,6498.1,6482.8,6488.4,6488.3,6482.8
299,R2_4_3,PI,0.66364332,1.001635189,0.892015659,0.014147125,0.294685479,0.04973495,0.034713834
300,5372.9,Best sol.,5401.2,5414,5396.4,5372.9,5378.1,5372.9,5372.9
301,R2_4_4,PI,1.229753261,0.531611224,1.294917832,0.427564178,0.271983947,0.286672169,0.104259309
302,4211.2,Best sol.,4256.3,4226.3,4251,4227.4,4213.7,4220.5,4213.7
303,R2_4_5,PI,1.279432255,0.924323795,0.899979323,0.455092332,0.323668985,0.629648793,0.025752765
304,6567.9,Best sol.,6646.6,6597.8,6596.2,6595.7,6581.3,6601.4,6567.9
305,R2_4_6,PI,1.054899193,1.165107178,1.135374569,0.212664366,0.18185667,-0.04065883,-0.05692152
306,5818.3,Best sol.,5872.5,5861.3,5866.4,5827,5818.3,5813.5,5813.5
307,R2_4_7,PI,1.38892547,1.111580197,0.82100376,0.214755553,0.132752664,0.059416439,0.024100658
308,4893.5,Best sol.,4955.5,4939.6,4902.2,4893.5,4893.5,4893.5,4893.5
309,R2_4_8,PI,0.977146408,1.012269594,0.797689904,0.610585664,0.294867818,0.257670537,0.132735737
310,4001,Best sol.,4036.4,4024.3,4026.8,4020.7,4007.5,4007,4004.8
311,R2_4_9,PI,1.371561335,0.57304947,0.425983121,0.32556403,0.419461639,0.199561659,0.077128086
312,6067.8,Best sol.,6141.5,6076.6,6078.5,6080.5,6080,6067.8,6067.8
313,RC1_4_10,PI,0.525974432,1.639485716,0.83957577,0.746924149,0.545462501,0.391076619,0.085651064
314,7585.3,Best sol.,7617,7694.7,7629.9,7630.6,7609.2,7598.8,7589
315,RC1_4_1,PI,0.524958337,0.887273619,0.768246263,0.906514927,0.410137541,0.104831367,0.024312154
316,8524,Best sol.,8557.4,8559.6,8578.4,8583.3,8551.6,8526.9,8524
317,RC1_4_2,PI,0.987715552,1.095716653,1.117768937,1.21879904,0.62008382,0.568102662,0.091138554
318,7884.9,Best sol.,7955.9,7960.5,7963.4,7970.7,7924.7,7904.7,7879.4
319,RC1_4_3,PI,0.920840788,1.530541002,0.963937349,1.126419131,0.724012021,0.632496637,0.012932239
320,7516.9,Best sol.,7580,7614.2,7562.6,7596.6,7563.1,7545.7,7516.9
321,RC1_4_4,PI,1.063926235,1.147140547,0.427256031,0.222744915,0.175985768,0.8427925,0.012336145
322,7295.3,Best sol.,7361.5,7359.6,7308.6,7307.9,7305.6,7333.4,7293.7
323,RC1_4_5,PI,0.684399042,1.361176026,1.041441401,0.885388219,0.63979817,0.484302021,-0.1619199
324,8172.4,Best sol.,8213.5,8257.9,8226.3,8230.4,8205.1,8195.3,8154.6
325,RC1_4_6,PI,0.616171483,1.302915821,1.171977427,1.057256269,0.735615983,0.541058571,0.052299055
326,8148.7,Best sol.,8186.5,8248.5,8220,8201.5,8196.5,8182.4,8148
327,RC1_4_7,PI,1.078984589,1.539365919,0.536743734,0.550796681,0.553433991,0.672842104,0.007569575
328,7935.4,Best sol.,8013.3,8035.9,7948.5,7964.2,7965.2,7952.9,7932.5
329,RC1_4_8,PI,0.984224455,1.254074323,0.91921901,0.962262393,0.558460613,0.328322807,0.048785673
330,7765.7,Best sol.,7833.9,7845,7828,7833.4,7788.2,7783.9,7765.7
331,RC1_4_9,PI,1.03078463,1.301268298,0.717396487,0.845219425,0.635738976,0.673826956,0.091002887
332,7722.8,Best sol.,7794.8,7813.5,7760.6,7781.6,7758.6,7759.1,7723
333,RC2_4_10,PI,0.934424766,1.024664967,0.968887961,1.522758916,0.843797207,0.70026996,0.064153926
334,4252.3,Best sol.,4287.4,4284.3,4272.9,4304.5,4272.9,4276.1,4252.3
335,RC2_4_1,PI,0.090920811,0.233154969,0.222116707,0.14947829,0.013022751,0.053594973,0.01928036
336,6147.3,Best sol.,6147.3,6157,6150.8,6150.8,6147.3,6147.3,6147.3
337,RC2_4_2,PI,0.12201545,0.147190391,0.232756005,0.046052414,0.038602684,0.018297257,0.01731149
338,5407.5,Best sol.,5407.5,5407.7,5407.5,5407.5,5407.5,5407.5,5407.5
339,RC2_4_3,PI,0.25109693,0.151183573,0.835184087,0.047842737,0.059980678,0.110233703,0.03285196
340,4573,Best sol.,4578.5,4576.3,4602.4,4573,4573,4573,4573
341,RC2_4_4,PI,0.272321625,0.072123758,1.030437254,0.126387514,0.050374448,0.059967101,0.018829771
342,3597.9,Best sol.,3604,3597.9,3631.4,3601.6,3597.9,3597.9,3597.9
343,RC2_4_5,PI,0.800216209,0.288045384,0.648915989,0.467790801,0.064859786,0.025857316,-0.065253715
344,5396.9,Best sol.,5434,5398.4,5426.3,5420.1,5394.7,5396.9,5392.3
345,RC2_4_6,PI,0.018112743,0.450828249,0.049102262,0.136287548,-0.052271338,-0.041274293,-0.113268975
346,5332,Best sol.,5328.4,5343.8,5332,5338.3,5328.1,5328.4,5324.6
347,RC2_4_7,PI,0.64115419,0.761992062,0.412718242,0.502599367,0.020119849,0.102241738,0.023461943
348,4987.8,Best sol.,5016.1,5004.1,4999.5,5012.2,4987.8,4990.9,4987.8
349,RC2_4_8,PI,1.156590825,1.00856715,0.847834882,0.492638366,0.063631649,-0.038114516,-0.238368258
350,4706.7,Best sol.,4756.2,4747,4717.8,4728.5,4703.1,4697.4,4693.3
351,RC2_4_9,PI,0.1684205,0.670427126,0.963770708,0.956687398,0.500889032,0.373891773,0.068594944
352,4510.4,Best sol.,4513.8,4533.4,4527.9,4534.7,4524.9,4524.3,4511
353,C1_6_10,PI,0.272246634,0.280660409,0.696346711,0.265290292,0.094530835,0.061018412,0.055737519
354,13636.5,Best sol.,13659.2,13638.6,13716.7,13656.1,13643.7,13638,13636.6
355,C1_6_1,PI,0.070623002,0.020931818,0.003523123,0.002313889,0.001075283,0.006314921,0.001282066
356,14076.6,Best sol.,14076.6,14076.6,14076.6,14076.6,14076.6,14076.6,14076.6
357,C1_6_2,PI,0.077189972,0.056446689,0.04127584,0.087851035,0.036576462,0.009974335,0.037007833
358,13948.3,Best sol.,13948.3,13953,13953,13953,13953,13948.3,13953
359,C1_6_3,PI,0.117170357,0.116308671,0.206005327,0.267786296,0.028744149,0.022745523,0.216874562
360,13757,Best sol.,13757.2,13757.2,13775.9,13775.9,13757,13757,13778.8
361,C1_6_4,PI,0.192866527,1.533932358,0.13702025,0.193772901,0.036066796,0.05758143,0.069180366
362,13572.2,Best sol.,13584.7,13659.2,13573.8,13592,13573.1,13547.1,13563.3
363,C1_6_5,PI,0.071816516,0.014402426,0.003226655,0.002904236,0.000768564,0.006723234,0.00057213
364,14066.8,Best sol.,14066.8,14066.8,14066.8,14066.8,14066.8,14066.8,14066.8
365,C1_6_6,PI,0.074708639,0.012526255,0.002029865,0.003091436,0.002667534,0.007774023,0.003230055
366,14070.9,Best sol.,14070.9,14070.9,14070.9,14070.9,14070.9,14070.9,14070.9
367,C1_6_7,PI,0.072575123,0.051278686,0.009746467,0.003249432,0.001596778,0.011194661,0.013185323
368,14066.8,Best sol.,14066.8,14066.8,14066.8,14066.8,14066.8,14066.8,14066.8
369,C1_6_8,PI,0.106744666,0.117392662,0.059706834,0.269586393,0.035154146,0.061291166,0.020555676
370,13991.2,Best sol.,13992,13997,13997,13999.8,13992,13997,13992
371,C1_6_9,PI,0.123967133,0.146805737,0.064623119,0.334745366,-0.032572741,-0.140969784,-0.045833928
372,13701.5,Best sol.,13706.2,13709.8,13707.6,13707.6,13695.2,13664.5,13664.5
373,C2_6_10,PI,0.352555592,0.50875833,1.487193546,1.087888851,0.25421534,0.207514113,0.088613234
374,7123.9,Best sol.,7140.5,7141.5,7166.2,7144.6,7139,7131.5,7128
375,C2_6_1,PI,0.10395078,0.570298324,0.140137952,0.037027664,0.022786647,0.007308676,0.021707304
376,7752.2,Best sol.,7752.2,7791.3,7752.2,7752.2,7752.2,7752.2,7752.2
377,C2_6_2,PI,0.12618718,0.14290439,0.951540673,0.866062138,0.015165916,0.014515447,0.021433498
378,7471.5,Best sol.,7471.5,7471.7,7533.5,7532.9,7471.5,7471.5,7471.5
379,C2_6_3,PI,0.266287921,0.637610068,3.553656746,1.645959403,0.081782705,0.052188343,0.04624215
380,7215,Best sol.,7226.7,7222.5,7387.3,7296,7215,7215.7,7216.1
381,C2_6_4,PI,2.097859745,0.874333251,4.440493924,1.061223223,0.332767775,0.52919857,0.183136746
382,6877.8,Best sol.,7014.7,6923.5,7088,6900.4,6891.1,6891.1,6881.2
383,C2_6_5,PI,0.918005973,0.512747567,1.151667027,0.239790792,0.020243585,0.055558586,0.015462734
384,7553.8,Best sol.,7616.1,7553.8,7610.3,7553.8,7553.8,7553.8,7553.8
385,C2_6_6,PI,0.630614215,0.724651981,1.037080806,0.712806405,0.101742308,0.027236833,0.046936367
386,7449.8,Best sol.,7490.4,7492.4,7493.5,7490.4,7455.4,7449.8,7451.8
387,C2_6_7,PI,0.476613135,0.532232646,3.212065316,1.570484676,0.17545188,0.310816,0.13016947
388,7491.4,Best sol.,7520,7519.9,7725.1,7602.5,7499.4,7511.2,7497
389,C2_6_8,PI,0.30880221,0.301799855,2.055307389,0.333733335,0.206696588,0.049083203,0.023551549
390,7303.7,Best sol.,7319.5,7319.5,7429.6,7319.5,7315.3,7304.2,7303.7
391,C2_6_9,PI,0.354731971,0.364704157,1.955646702,1.616564957,0.191015924,0.045827503,0.025127237
392,7303.2,Best sol.,7321.4,7321.3,7424.6,7321.3,7313.2,7303.2,7303.2
393,R1_6_10,PI,0.950161815,2.133811894,1.994138834,1.025577619,0.586598081,1.268493727,0.036157171
394,17648.1,Best sol.,17768.6,17920.8,17960.8,17794.1,17679.3,17740.4,17603.2
395,R1_6_1,PI,0.410533822,2.574664253,0.34716179,0.695121305,0.387817111,0.647329446,0.294515922
396,21274.2,Best sol.,21311.8,21616.4,21311.9,21357.3,21311.2,21286.7,21312.5
397,R1_6_2,PI,0.833682719,3.40371746,1.38029471,1.058289523,0.28343913,2.078188291,0.372098966
398,18571.7,Best sol.,18682.6,19138.8,18807.9,18703.4,18578.1,18796.6,18579.2
399,R1_6_3,PI,0.729030207,4.502017596,2.549017487,0.774516144,0.716019275,2.378428439,0.401151795
400,16940.7,Best sol.,17030,17555.1,17299.9,17006.4,16983.3,17283.2,16965.5
401,R1_6_4,PI,0.849731364,4.446660576,1.744689595,0.620182703,1.051862979,2.957551904,0.371639467
402,15773.6,Best sol.,15866.2,16347.8,16019.2,15812.9,15925.5,16200.9,15817.7
403,R1_6_5,PI,0.846250994,2.235011079,2.049682309,1.328711823,0.67891463,1.080138278,0.21715612
404,19305.7,Best sol.,19409.7,19644.1,19646.3,19504.4,19369.4,19408,19322.6
405,R1_6_6,PI,1.365018859,3.42199671,2.015974159,1.505178711,0.742050805,3.5617492,0.277577132
406,17790.2,Best sol.,17993.3,18359.7,18089.2,18002.1,17818.3,18351.1,17790.3
407,R1_6_7,PI,0.878834975,3.06281677,2.408124452,1.250209924,0.949967759,3.797648535,0.112442473
408,16537.2,Best sol.,16655,16945.5,16846.5,16723.3,16615.4,17083.3,16533.7
409,R1_6_8,PI,0.743421674,3.645050827,0.895027979,1.132234488,1.24413414,3.602133198,0.126198743
410,15617.3,Best sol.,15686.4,16142.5,15678.6,15718.5,15742.4,16032.3,15609.9
411,R1_6_9,PI,0.743855636,2.122562916,0.995634939,0.735657803,0.527191542,1.63672998,0.314504705
412,18510,Best sol.,18601.7,18749,18651.4,18578.6,18537.6,18627.6,18521.5
413,R2_6_10,PI,2.182055147,2.197622429,1.444674846,0.46345349,0.629544775,0.689771129,0.222890279
414,11851.6,Best sol.,12085.2,12005.6,11974.8,11890.3,11859.3,11855.1,11852.9
415,R2_6_1,PI,2.803690479,2.368294104,0.578252085,0.128678287,0.95016329,0.861338883,0.117715531
416,15145.3,Best sol.,15528.6,15404.6,15180.8,15158.5,15154.8,15206.5,15145.3
417,R2_6_2,PI,2.503317569,2.665492207,0.30146284,0.168792585,0.443193423,0.79483603,0.197363753
418,12986.9,Best sol.,13291.2,13185.2,13002.9,13003.7,13009.3,13053.6,12998.4
419,R2_6_3,PI,1.122089218,2.583235996,1.340442837,0.149346361,0.524537674,0.595245187,0.209219219
420,10455.3,Best sol.,10560.9,10622.8,10568.8,10467.2,10465.4,10485.9,10467.2
421,R2_6_4,PI,1.60928087,1.500473023,2.438938893,0.700271703,0.451285771,0.75424637,-0.203030431
422,7940.3,Best sol.,8056.7,8016.4,8054.4,7986.5,7945,7962.6,7915.1
423,R2_6_5,PI,2.384011676,3.262200903,1.392271605,0.408301167,0.709690259,0.820925484,0.074045169
424,13809.7,Best sol.,14104.1,14138.6,13973.4,13856.9,13837.6,13869.3,13803.7
425,R2_6_6,PI,2.432716237,3.18765594,1.544757137,0.199638955,0.817266825,0.751177749,0.339013581
426,11849.1,Best sol.,12115,12100.7,11973.8,11868.5,11905.9,11871.2,11868
427,R2_6_7,PI,2.431246014,2.260359663,1.572142604,0.296197349,0.00031365,0.122519286,-0.014669623
428,9811,Best sol.,10040.5,9972.9,9953.3,9810.4,9786.6,9791.2,9786.4
429,R2_6_8,PI,1.978197947,2.591151816,2.612217768,0.967321739,1.184032412,1.700957905,0.184874294
430,7512.3,Best sol.,7645.6,7631.6,7676.9,7574.9,7534.6,7534.1,7512.3
431,R2_6_9,PI,0.888302187,2.422019306,1.263368042,0.408884594,0.483207344,0.468408301,0.150348687
432,12741.9,Best sol.,12827.4,13019.2,12817.6,12776.9,12778.9,12750.3,12744
433,RC1_6_10,PI,1.622695495,3.367672112,2.343856086,1.433080132,1.061291265,2.914227624,0.698591194
434,15672.8,Best sol.,15885.6,16167,15991.6,15850.3,15803.7,16070.5,15737.1
435,RC1_6_1,PI,1.397371359,2.081237787,1.77536064,1.056306919,0.589059947,1.452579041,0.132809754
436,16981.3,Best sol.,17175.3,17229.1,17126.9,17108.9,17053.5,17086.2,16961.1
437,RC1_6_2,PI,0.881337727,1.908050707,1.46344765,1.547169705,0.411241008,1.944684077,0.041626916
438,15982.6,Best sol.,16094.2,16200.4,16150.3,16140.1,16001.2,16113.2,15968
439,RC1_6_3,PI,1.090062232,2.801431822,1.993714555,1.122823649,0.85900878,3.300385271,0.025570616
440,15232.1,Best sol.,15377,15554.3,15429.1,15371.3,15333.7,15568.9,15216.3
441,RC1_6_4,PI,1.165440532,2.131462154,0.984553918,1.150354228,0.886782545,3.805485537,0.127884288
442,14778.2,Best sol.,14929.2,15026.4,14860.8,14896.6,14887.9,15136.5,14775.2
443,RC1_6_5,PI,1.036531944,3.946842732,2.17722533,1.255003378,0.843140633,2.354586741,0.310717156
444,16580.4,Best sol.,16703.7,17022.7,16826.7,16695,16659.8,16764.9,16597.4
445,RC1_6_6,PI,1.080175525,2.479143037,1.972656693,1.224420022,0.776199797,1.944818079,0.190937316
446,16534.9,Best sol.,16672.2,16882,16771.1,16678.8,16621.9,16709.7,16546.8
447,RC1_6_7,PI,1.881960283,3.011501539,2.743456698,1.120553796,0.708183312,2.617001501,0.276805062
448,16091.3,Best sol.,16349.6,16464.1,16339.6,16183.7,16166.5,16296.5,16084.3
449,RC1_6_8,PI,0.915360776,2.70836525,1.361888024,1.262486165,0.930621271,1.92491731,-0.012070887
450,15955.9,Best sol.,16051.1,16253.1,16089.7,16131.8,16043.4,16186,15930.8
451,RC1_6_9,PI,1.612048551,2.781650963,2.190955821,1.66498673,1.185337068,1.822303967,0.019586737
452,15837.5,Best sol.,16049.3,16233.8,16092.8,16051,15986.2,15997.4,15810.8
453,RC2_6_10,PI,1.506641277,1.106334636,0.960189498,0.781342435,0.48483667,0.137919945,-0.217503319
454,9014.8,Best sol.,9136.2,9089,9063.4,9075.6,8989.9,9011.5,8976.1
455,RC2_6_1,PI,0.217019403,0.886743338,0.241976509,0.066478936,0.227346905,-0.036108745,-0.037567634
456,11979.3,Best sol.,11984.6,12051.5,11999,11979.3,11989.7,11966.1,11966.1
457,RC2_6_2,PI,0.807727204,1.163964752,1.150616891,0.390407453,0.455018,0.216606532,0.337081741
458,10336.9,Best sol.,10407.1,10419.1,10393,10336.9,10375.7,10354.2,10346.3
459,RC2_6_3,PI,0.704816653,0.941009514,1.514082456,0.205220389,0.204665173,0.070357522,0.078005514
460,8894.9,Best sol.,8948.9,8938,8988.3,8909,8895.2,8895.2,8896.3
461,RC2_6_4,PI,2.679659143,1.255181545,3.34028647,0.491056569,0.298068055,0.168804651,-0.196040216
462,6989.4,Best sol.,7169.2,7027.7,7073.2,7000.4,6985,6979.6,6967.5
463,RC2_6_5,PI,0.856030932,1.341286202,0.880815511,0.704323962,0.296021559,0.084380213,0.044839226
464,11082.5,Best sol.,11156.1,11195.8,11148.5,11139.3,11080.7,11080.7,11080.7
465,RC2_6_6,PI,1.073616876,1.088064742,0.995297752,0.28881936,0.268113073,0.119537365,-0.044250273
466,10843.1,Best sol.,10940,10932,10929.1,10862.9,10862.6,10830.5,10830.5
467,RC2_6_7,PI,0.308304789,0.545657578,1.490183224,0.365799716,0.119698595,-0.02447486,-0.038043156
468,10310.9,Best sol.,10327.7,10347.6,10418.2,10325.5,10308.6,10293.4,10293.4
469,RC2_6_8,PI,0.83268843,0.744266087,1.420632486,0.274608467,0.06083335,-0.003141931,0.148769125
470,9820,Best sol.,9887.4,9872.1,9896,9843.9,9814.7,9807.8,9816.2
471,RC2_6_9,PI,0.462012405,0.673739952,1.344199705,0.317346399,0.469512132,0.299029394,0.023969106
472,9449.4,Best sol.,9479.2,9489.9,9531.5,9468.7,9472.2,9445.7,9436
473,C1_8_10,PI,0.769664522,2.950266054,1.421620143,1.365453785,0.388953341,0.386599126,0.180627919
474,24030.4,Best sol.,24158.6,24580.2,24222.4,24198.7,24098.8,24081.7,24046.3
475,C1_8_1,PI,0.070908632,0.011717774,0.004069537,0.004969612,0.002489412,0.007578211,0.00057977
476,25156.9,Best sol.,25156.9,25156.9,25156.9,25156.9,25156.9,25156.9,25156.9
477,C1_8_2,PI,0.117214541,0.077036143,0.211464001,0.35125566,0.090101471,0.064027042,0.118339578
478,24974.1,Best sol.,24975.4,24974.1,25013.9,25060.4,24993.5,24976.6,25001.1
479,C1_8_3,PI,1.161684586,1.120247491,1.047753014,1.55182763,0.574896206,0.495792742,0.112263217
480,24198.9,Best sol.,24449.2,24346.1,24435.9,24483.4,24292.6,24288.3,24202.5
481,C1_8_4,PI,0.405377648,2.649892448,0.965094388,0.79623471,0.305104215,0.535592513,0.243449252
482,23812.7,Best sol.,23864.6,24195.6,23969.9,23878.5,23853.8,23884.3,23854.2
